Complaint ID,Product,Sub-product,Issue,State,ZIP code,Date received,Company,Company response,Timely response?,Consumer disputed?,mes
1230848,Mortgage,FHA mortgage,Credit decision / Underwriting,GA,30037.0,0 days,First Guaranty Mortgage Corporation,Closed with explanation,True,,2
1231389,Consumer loan,Vehicle loan,Managing the loan or lease,TX,78160.0,0 days,Ally Financial Inc.,Closed with explanation,True,,2
1231404,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",MA,2134.0,3 days,RBS Citizens,Closed with explanation,True,,2
1231361,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",IN,46312.0,3 days,BMO Harris,Closed with explanation,True,,2
1231438,Bank account or service,Checking account,Deposits and withdrawals,FL,32819.0,2 days,Bank of America,Closed with explanation,True,,2
1231605,Debt collection,,Disclosure verification of debt,PA,19151.0,3 days,Bank of America,Closed with explanation,True,Yes,2
1230754,Debt collection,,Disclosure verification of debt,NJ,7422.0,0 days,"Pressler & Pressler, LLP",Closed with explanation,True,,2
1231209,Credit reporting,,Credit reporting company's investigation,FL,33733.0,0 days,Equifax,Closed with explanation,True,,2
1231292,Bank account or service,Checking account,Problems caused by my funds being low,NJ,8401.0,0 days,TD Bank,Closed with monetary relief,True,,2
1233042,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",IL,60634.0,1 days,"Green Tree Servicing, LLC",Closed with explanation,True,,2
1231208,Credit reporting,,Incorrect information on credit report,FL,33733.0,0 days,TransUnion,Closed with explanation,True,,2
1233130,Credit reporting,,Unable to get credit report/credit score,WA,98310.0,1 days,Equifax,Closed with explanation,True,,2
1233132,Credit card,,APR or interest rate,CO,80106.0,1 days,Bank of America,Closed with explanation,True,,2
1231077,Consumer loan,Vehicle loan,Problems when you are unable to pay,NY,10455.0,3 days,Toyota Motor Credit Corporation,Closed with explanation,True,,2
1231480,Consumer loan,Vehicle loan,Managing the loan or lease,FL,33132.0,3 days,Santander Consumer USA,Closed with explanation,True,Yes,2
1231219,Student loan,Non-federal student loan,Can't repay my loan,NY,11795.0,3 days,Navient,In progress,True,,2
1231250,Debt collection,Medical,False statements or representation,NJ,8251.0,0 days,"APEX Asset Management, LLC",Untimely response,False,,2
1233047,Bank account or service,Checking account,Deposits and withdrawals,CO,80907.0,4 days,Webster Bank,Closed with explanation,True,,2
1231248,Credit card,,Other,PA,16823.0,0 days,Discover,Closed with monetary relief,True,,2
1231228,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,GA,21920.0,3 days,"CCS Financial Services, Inc.",Closed with explanation,True,,2
1231230,Debt collection,Payday loan,Cont'd attempts collect debt not owed,VA,23015.0,0 days,"Enova International, Inc.",Closed with explanation,True,,2
1231244,Credit reporting,,Improper use of my credit report,GA,30521.0,0 days,Equifax,Closed with explanation,True,,2
1231231,Debt collection,Medical,Disclosure verification of debt,CA,95015.0,0 days,Revenue Recovery Bureau,Closed with explanation,True,,2
1232953,Consumer loan,Vehicle loan,Managing the loan or lease,MS,39206.0,28 days,Santander Consumer USA,Closed with explanation,True,,2
1231271,Mortgage,FHA mortgage,"Application, originator, mortgage broker",GA,30043.0,3 days,Wells Fargo,Closed with explanation,True,,2
1231270,Debt collection,,Cont'd attempts collect debt not owed,VA,20112.0,2 days,Encore Capital Group,Closed with explanation,True,,2
1230836,Debt collection,Medical,Cont'd attempts collect debt not owed,KY,41562.0,0 days,"GLA Collection Company, Inc.",In progress,False,,2
1231364,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",NC,28467.0,3 days,Nationstar Mortgage,Closed with explanation,True,Yes,2
1233064,Debt collection,"Other (phone, health club, etc.)",False statements or representation,NV,89119.0,4 days,"Sentry Recovery and Collections, Inc.",Closed with explanation,True,,2
1231285,Debt collection,"Other (phone, health club, etc.)",False statements or representation,VI,22655.0,3 days,First Data Corporation,Closed with explanation,True,,2
1231283,Prepaid card,General purpose card,Fraud or scam,PA,19518.0,3 days,U.S. Bancorp,Closed with monetary relief,True,,2
1231336,Credit reporting,,Incorrect information on credit report,RI,2878.0,0 days,TransUnion,Closed with explanation,True,,2
1233046,Debt collection,Credit card,Communication tactics,SC,29745.0,3 days,Citibank,Closed with non-monetary relief,True,Yes,2
1233041,Debt collection,Medical,Disclosure verification of debt,MD,20721.0,9 days,"American Collections Enterprise, Inc.",Closed with explanation,True,Yes,2
1231373,Bank account or service,Checking account,"Account opening, closing, or management",PA,19020.0,2 days,Wells Fargo,Closed with explanation,True,,2
1231359,Payday loan,,Received a loan I didn't apply for,TX,78239.0,0 days,CNG Financial Corporation,Closed with explanation,True,,2
1231542,Consumer loan,Vehicle loan,Managing the loan or lease,NJ,7480.0,1 days,Santander Consumer USA,Closed with explanation,True,,2
1232997,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",FL,33064.0,1 days,"Green Tree Servicing, LLC",In progress,True,,2
1230813,Credit card,,Billing disputes,CA,90045.0,0 days,Barclays,Closed with explanation,True,Yes,2
1230748,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",NJ,7935.0,23 days,JPMorgan Chase,In progress,True,,2
1231372,Bank account or service,Checking account,Deposits and withdrawals,FL,32459.0,3 days,Trustmark Corporation,Closed with explanation,True,Yes,2
1231300,Credit card,,Rewards,TX,78759.0,3 days,Barclays,Closed with non-monetary relief,True,,2
1231457,Bank account or service,Other bank product/service,Deposits and withdrawals,LA,70039.0,1 days,JPMorgan Chase,Closed with explanation,True,,2
1231967,Consumer loan,Vehicle loan,Problems when you are unable to pay,FL,33411.0,3 days,"Westlake Services, LLC",Closed with explanation,True,,2
1230867,Consumer loan,Vehicle loan,Managing the loan or lease,TX,75013.0,0 days,"Viking Client Services, Inc.",Closed with explanation,True,,2
1231924,Debt collection,"Other (phone, health club, etc.)",Communication tactics,TX,75062.0,0 days,Prince Parker & Associates,Closed,True,,2
1231304,Credit card,,Billing statement,PA,19046.0,0 days,Wells Fargo,Closed with explanation,True,,2
1231109,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",NY,14620.0,0 days,HSBC,Closed with explanation,True,,2
1230881,Credit reporting,,Incorrect information on credit report,DE,19703.0,0 days,Experian,Closed with non-monetary relief,True,,2
1233033,Debt collection,"Other (phone, health club, etc.)",Communication tactics,NJ,8817.0,1 days,"Pinnacle Credit Services, LLC",Closed with explanation,True,,2
1230857,Credit reporting,,Incorrect information on credit report,PA,18102.0,3 days,Experian,Closed with explanation,True,,2
1231362,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",FL,32905.0,0 days,Bank of America,Closed with explanation,True,,2
1231381,Credit reporting,,Incorrect information on credit report,IL,62613.0,0 days,Experian,In progress,True,,2
1232014,Credit reporting,,Incorrect information on credit report,FL,33067.0,0 days,Experian,In progress,True,,2
1231738,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",CA,95377.0,0 days,Ocwen,Closed with explanation,True,,2
1231759,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",IL,60015.0,3 days,Ocwen,Closed with explanation,True,,2
1231390,Bank account or service,Checking account,Problems caused by my funds being low,TX,78160.0,0 days,Wells Fargo,Closed with monetary relief,True,,2
1230808,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",MD,21117.0,0 days,JPMorgan Chase,Closed with explanation,True,Yes,2
1232059,Credit reporting,,Incorrect information on credit report,NY,12979.0,0 days,Experian,Closed with explanation,True,,2
1231555,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",TX,75063.0,3 days,Wells Fargo,Closed with explanation,True,,2
1233038,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",FL,33138.0,1 days,Wells Fargo,Closed with explanation,True,,2
1231540,Student loan,Non-federal student loan,Dealing with my lender or servicer,GA,30317.0,3 days,Transworld Systems Inc.,Closed with explanation,True,Yes,2
1230777,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,SC,29210.0,0 days,Bank of America,Closed with explanation,True,,2
1231478,Bank account or service,Other bank product/service,"Account opening, closing, or management",TN,38111.0,1 days,SunTrust Bank,Closed with explanation,True,,2
1230841,Credit reporting,,Incorrect information on credit report,OH,43125.0,3 days,Equifax,Closed with explanation,True,Yes,2
1230831,Credit reporting,,Incorrect information on credit report,CA,91604.0,0 days,Experian,In progress,True,,2
1231099,Credit reporting,,Incorrect information on credit report,WA,98520.0,0 days,Equifax,Closed with explanation,True,,2
1231558,Bank account or service,Other bank product/service,"Account opening, closing, or management",ND,58103.0,1 days,Bank of America,Closed with explanation,True,,2
1233059,Debt collection,Credit card,Communication tactics,TX,77550.0,2 days,"The CBE Group, Inc.",Closed with explanation,True,,2
1231547,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",NY,11804.0,3 days,Citibank,In progress,True,,2
1233105,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",CA,91706.0,1 days,"Green Tree Servicing, LLC",Closed with explanation,True,,2
1230820,Credit reporting,,Incorrect information on credit report,CA,90045.0,3 days,Financial Credit Network Inc,Closed with explanation,True,Yes,2
1232002,Credit reporting,,Incorrect information on credit report,ME,4005.0,18 days,TransUnion,Closed with explanation,True,,2
1231206,Credit reporting,,Incorrect information on credit report,FL,33733.0,0 days,CoreLogic,Closed with explanation,True,,2
1231341,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",VA,23454.0,0 days,"Green Tree Servicing, LLC",In progress,True,,2
1233055,Bank account or service,Checking account,"Account opening, closing, or management",CA,93065.0,1 days,JPMorgan Chase,Closed with explanation,True,Yes,2
1231212,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",IL,60050.0,0 days,"Green Tree Servicing, LLC",Closed with explanation,True,,2
1233070,Student loan,Non-federal student loan,Dealing with my lender or servicer,GA,30135.0,22 days,Radius Global Solutions LLC,Closed with explanation,True,,2
1231080,Credit card,,APR or interest rate,NY,10468.0,0 days,Capital One,Closed with explanation,True,,2
1233054,Debt collection,,Cont'd attempts collect debt not owed,MD,20852.0,1 days,"Maury Cobb, Attorney at Law, LLC",Closed with explanation,True,,2
1233071,Debt collection,Payday loan,Communication tactics,MO,64079.0,4 days,"Bliksum, LLC",Closed with explanation,True,,2
1231624,Debt collection,,Disclosure verification of debt,GA,30097.0,0 days,Navient,Closed with explanation,True,Yes,2
1231929,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",TX,77040.0,0 days,Ocwen,In progress,True,,2
1232015,Credit reporting,,Incorrect information on credit report,FL,33067.0,0 days,Equifax,Closed with explanation,True,,2
1231000,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,WI,53948.0,0 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1231335,Bank account or service,Savings account,Deposits and withdrawals,TX,79911.0,0 days,Bank of America,Closed with monetary relief,True,,2
1231032,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",MI,48335.0,3 days,U.S. Bancorp,Closed with explanation,True,,2
1231448,Debt collection,Credit card,Cont'd attempts collect debt not owed,WI,54659.0,0 days,HSBC,Closed with explanation,True,Yes,2
1233072,Debt collection,Credit card,False statements or representation,IN,47250.0,1 days,GE Capital Retail,Closed with explanation,True,,2
1231166,Credit reporting,,Incorrect information on credit report,CA,92107.0,0 days,TransUnion,Closed with non-monetary relief,True,,2
1231412,Debt collection,Mortgage,Cont'd attempts collect debt not owed,FL,32837.0,3 days,Nationstar Mortgage,Closed with explanation,True,,2
1231178,Debt collection,Medical,Cont'd attempts collect debt not owed,PA,19072.0,0 days,"Ability Recovery Services, LLC",Closed with explanation,True,Yes,2
1230853,Bank account or service,Other bank product/service,Deposits and withdrawals,FL,32904.0,0 days,Wells Fargo,Closed with explanation,True,,2
1231176,Credit reporting,,Incorrect information on credit report,NY,10471.0,0 days,Experian,In progress,True,,2
1231447,Debt collection,Credit card,Cont'd attempts collect debt not owed,WI,54659.0,3 days,"Premium Asset Services, LLC",Closed with explanation,True,,2
1230997,Bank account or service,Checking account,Problems caused by my funds being low,DE,19711.0,0 days,Wells Fargo,Closed with explanation,True,,2
1233067,Credit reporting,,Unable to get credit report/credit score,NM,87571.0,4 days,Equifax,Closed with explanation,True,,2
1231195,Debt collection,Medical,Disclosure verification of debt,WI,53022.0,0 days,Oliver Adjustment Co.,Closed with explanation,True,,2
1230817,Credit reporting,,Incorrect information on credit report,CA,90045.0,9 days,Experian,Closed with explanation,True,,2
1233066,Credit card,,APR or interest rate,OR,97524.0,1 days,Amex,Closed with explanation,True,,2
1230816,Credit card,,Billing disputes,CA,90045.0,3 days,TD Bank,Closed with explanation,True,Yes,2
1233037,Student loan,Non-federal student loan,Dealing with my lender or servicer,SC,29102.0,1 days,KeyBank NA,Closed with explanation,True,,2
1231513,Bank account or service,Other bank product/service,"Account opening, closing, or management",MD,20874.0,0 days,Capital One,Closed with explanation,True,,2
1231444,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,MI,48423.0,3 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1231418,Credit reporting,,Improper use of my credit report,TX,77091.0,0 days,Experian,In progress,True,,2
1231545,Credit card,,Balance transfer,CA,90027.0,1 days,JPMorgan Chase,Closed with explanation,True,,2
1230870,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",PA,19403.0,0 days,JPMorgan Chase,Closed with explanation,True,,2
1230830,Credit reporting,,Credit monitoring or identity protection,MA,2346.0,3 days,TransUnion,In progress,True,,2
1230862,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,TX,76137.0,0 days,"ProCollect, Inc",Closed with explanation,True,Yes,2
1230789,Prepaid card,Gift or merchant card,Fees,NJ,7083.0,3 days,Wells Fargo,Closed with explanation,True,,2
1231006,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",VA,23452.0,0 days,BB&T Financial,Closed with explanation,True,Yes,2
1230863,Credit reporting,,Credit reporting company's investigation,FL,33679.0,3 days,Equifax,Closed with explanation,True,,2
1231282,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",FL,32955.0,3 days,"Select Portfolio Servicing, Inc",Closed with explanation,True,,2
1231312,Debt collection,Medical,Cont'd attempts collect debt not owed,LA,70816.0,1 days,JPMorgan Chase,Closed with explanation,True,,2
1233078,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",TX,78613.0,1 days,PHH Mortgage,Closed with explanation,True,,2
1231318,Prepaid card,General purpose card,Fraud or scam,WA,98665.0,3 days,Blackhawk Network Holdings Inc.,Closed with explanation,True,,2
1231363,Consumer loan,Vehicle loan,Shopping for a loan or lease,NJ,8854.0,0 days,Bank of America,Closed with explanation,True,,2
1230884,Credit reporting,,Incorrect information on credit report,MI,49418.0,0 days,TransUnion,Closed with explanation,True,,2
1231527,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",IL,60554.0,0 days,Ally Financial Inc.,Closed with explanation,True,Yes,2
1231395,Credit card,,Other,CA,91601.0,0 days,Citibank,Closed with explanation,True,,2
1230825,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",FL,32796.0,3 days,Nationstar Mortgage,Closed with explanation,True,Yes,2
1233052,Debt collection,Medical,Taking/threatening an illegal action,MS,39581.0,3 days,"Franklin Collection Service, Inc.",Closed with explanation,True,,2
1231017,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",AL,36526.0,0 days,Bank of America,In progress,True,,2
1230785,Credit card,,Billing disputes,CT,6544.0,3 days,"Total Card, Inc.",Closed with explanation,True,Yes,2
1231473,Credit card,,Billing disputes,MO,63017.0,3 days,GE Capital Retail,Closed with monetary relief,True,,2
1232037,Debt collection,Credit card,False statements or representation,NY,10002.0,17 days,GC Services Limited Partnership,Closed with explanation,True,,2
1231476,Debt collection,,Communication tactics,KY,41105.0,9 days,Receivables Performance Management LLC,Closed with explanation,True,,2
1231388,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",AZ,85331.0,0 days,Wells Fargo,Closed with explanation,True,,2
1230995,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",CA,90044.0,0 days,"Mountain West Financial, Inc",Closed with monetary relief,True,,2
1231082,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",MD,20623.0,0 days,"Select Portfolio Servicing, Inc",Closed with explanation,True,,2
1231434,Consumer loan,Vehicle loan,Managing the loan or lease,MD,21076.0,0 days,PNC Bank,In progress,True,,2
1232204,Prepaid card,Government benefit payment card,"Managing, opening, or closing account",NY,11361.0,3 days,Comerica,Closed with explanation,True,,2
1230987,Credit card,,Advertising and marketing,CA,94117.0,0 days,JPMorgan Chase,Closed with explanation,True,,2
1230981,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",CA,90254.0,0 days,Bank of America,Closed with non-monetary relief,True,,2
1232082,Credit reporting,,Incorrect information on credit report,CA,90744.0,0 days,Equifax,Closed with non-monetary relief,True,,2
1231552,Bank account or service,Checking account,"Making/receiving payments, sending money",FL,34990.0,1 days,Wells Fargo,Closed with explanation,True,,2
1233124,Consumer loan,Installment loan,Managing the loan or lease,CO,80301.0,1 days,Springleaf Finance Corporation,Closed with explanation,True,,2
1230986,Credit card,,Billing disputes,AL,35094.0,3 days,GE Capital Retail,Closed with explanation,True,,2
1230690,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",MD,20774.0,0 days,"Servis One, Inc.",Closed with explanation,True,Yes,2
1233056,Credit card,,Other,CA,93065.0,1 days,Barclays,Closed with explanation,True,,2
1231986,Student loan,Non-federal student loan,Can't repay my loan,IL,60148.0,0 days,Genesis Lending,Closed with explanation,True,,2
1231549,Consumer loan,Vehicle loan,Managing the loan or lease,AZ,85037.0,3 days,USAA Savings,Closed with non-monetary relief,True,,2
1231514,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",AZ,85053.0,1 days,"Green Tree Servicing, LLC",Closed with explanation,True,,2
1230771,Debt collection,Credit card,Disclosure verification of debt,NC,27604.0,0 days,Citibank,Closed with explanation,True,,2
1231553,Credit reporting,,Credit monitoring or identity protection,NY,11520.0,0 days,Experian,Closed with explanation,True,,2
1233112,Consumer loan,Installment loan,Managing the loan or lease,TX,75007.0,3 days,GE Capital Retail,Closed with monetary relief,True,,2
1230883,Credit reporting,,Incorrect information on credit report,MI,49418.0,0 days,Experian,In progress,True,,2
1233082,Credit card,,Credit line increase/decrease,PA,19102.0,1 days,Citibank,Closed with explanation,True,Yes,2
1230654,Credit reporting,,Incorrect information on credit report,CA,92618.0,0 days,Experian,In progress,True,,2
1230978,Credit reporting,,Incorrect information on credit report,CA,92657.0,31 days,TransUnion,Closed with explanation,True,,2
1230724,Bank account or service,Checking account,"Account opening, closing, or management",CA,93631.0,0 days,Citibank,Closed with explanation,True,,2
1233131,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",CA,92651.0,1 days,Ocwen,Closed with explanation,True,,2
1230671,Credit reporting,,Incorrect information on credit report,LA,70785.0,3 days,Experian,Closed with non-monetary relief,True,,2
1230701,Mortgage,Other mortgage,Other,FL,33185.0,11 days,Wells Fargo,Closed with explanation,True,,2
1230812,Credit reporting,,Credit reporting company's investigation,CA,90045.0,0 days,Experian,In progress,True,,2
1231379,Debt collection,,Communication tactics,NJ,8903.0,0 days,Encore Capital Group,Closed with explanation,True,,2
1230880,Credit reporting,,Incorrect information on credit report,DE,19703.0,0 days,Equifax,Closed with explanation,True,,2
1230803,Credit reporting,,Incorrect information on credit report,FL,32616.0,0 days,Experian,In progress,True,,2
1233044,Debt collection,Medical,Improper contact or sharing of info,WA,98445.0,1 days,"P.S.C., Inc",Closed with explanation,False,Yes,2
1230729,Credit card,,Credit determination,IL,60803.0,0 days,Citibank,Closed with explanation,True,,2
1231678,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",NY,12828.0,4 days,Ocwen,Closed with explanation,True,Yes,2
1233039,Debt collection,Credit card,Disclosure verification of debt,GA,30733.0,1 days,"Capital Alliance Financial, LLC",Closed with explanation,True,,2
1232045,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",NY,10547.0,0 days,JPMorgan Chase,Closed with explanation,True,,2
1230783,Credit reporting,,Incorrect information on credit report,GA,30213.0,3 days,UNITED AUTO ACCEPTANCE,Closed with explanation,True,,2
1230738,Debt collection,,Communication tactics,TX,77096.0,0 days,"Expert Global Solutions, Inc.",Closed with explanation,True,,2
1232980,Credit card,,APR or interest rate,AL,35405.0,1 days,GE Capital Retail,Closed with explanation,True,,2
1232984,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,TX,78253.0,3 days,Gila LLC,Closed with explanation,True,,2
1231589,Bank account or service,Other bank product/service,"Account opening, closing, or management",FL,32778.0,1 days,Fifth Third Bank,Closed with explanation,True,,2
1233121,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",MD,20772.0,1 days,"Green Tree Servicing, LLC",Closed with explanation,True,,2
1232986,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CA,93307.0,1 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1231371,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",NY,11422.0,3 days,Bank of America,Closed with explanation,True,,2
1231561,Bank account or service,Checking account,Deposits and withdrawals,WA,99163.0,1 days,Citibank,Closed with monetary relief,True,,2
1231546,Credit card,,Identity theft / Fraud / Embezzlement,MD,21084.0,1 days,Citibank,Closed with explanation,True,,2
1231376,Bank account or service,Checking account,Deposits and withdrawals,TX,75041.0,0 days,Bank of America,Closed with explanation,True,Yes,2
1231150,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",FL,33313.0,0 days,Wells Fargo,Closed with explanation,True,Yes,2
1231375,Credit card,,Identity theft / Fraud / Embezzlement,FL,33322.0,3 days,TD Bank,Closed with explanation,True,,2
1233102,Consumer loan,Installment loan,Shopping for a loan or lease,CA,92606.0,3 days,Modern Adjustment Bureau,Closed,True,,2
1231202,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",DC,20010.0,3 days,Bank of America,In progress,True,,2
1233076,Debt collection,Medical,False statements or representation,CA,91352.0,1 days,"State Collection Service, Inc.",Closed with explanation,True,,2
1230559,Bank account or service,Checking account,"Making/receiving payments, sending money",MN,55118.0,2 days,Western Union,Closed with explanation,True,,2
1230611,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,GA,30047.0,4 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,Yes,2
1230623,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CA,93722.0,0 days,"FirstSource Advantage, LLC",Closed with explanation,True,Yes,2
1230604,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",IL,60615.0,0 days,M&T Bank,Closed with explanation,True,,2
1230614,Student loan,Non-federal student loan,Dealing with my lender or servicer,CA,95120.0,3 days,Windham Professionals,Closed with non-monetary relief,True,Yes,2
1230584,Debt collection,Mortgage,Cont'd attempts collect debt not owed,CA,95682.0,0 days,"Assets Recovered, LLC",Untimely response,False,,2
1230534,Debt collection,,Taking/threatening an illegal action,TX,77345.0,0 days,"Enhanced Acquisitions, LLC",Closed with explanation,True,,2
1230612,Debt collection,Payday loan,Cont'd attempts collect debt not owed,MN,55021.0,0 days,"Enhanced Acquisitions, LLC",Closed with explanation,True,,2
1230617,Credit reporting,,Credit reporting company's investigation,OH,43224.0,0 days,Equifax,Closed with explanation,True,Yes,2
1230619,Credit card,,Other,TX,76522.0,0 days,Bank of America,Closed with explanation,True,,2
1230539,Credit card,,Other,CA,92107.0,0 days,Amex,Closed with non-monetary relief,True,,2
1230427,Credit reporting,,Improper use of my credit report,PA,18102.0,3 days,TransUnion,Closed with explanation,True,,2
1230377,Credit card,,Advertising and marketing,MO,63104.0,0 days,Citibank,Closed with monetary relief,True,,2
1230969,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NY,11102.0,1 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,,2
1230583,Debt collection,Mortgage,Cont'd attempts collect debt not owed,CA,95682.0,0 days,"ClearSpring Loan Services, Inc.",Closed with explanation,True,,2
1230901,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NC,27705.0,1 days,Receivables Performance Management LLC,Closed with explanation,True,,2
1230933,Credit reporting,,Incorrect information on credit report,CA,95628.0,10 days,Equifax,Closed with explanation,True,,2
1230961,Consumer loan,Installment loan,Problems when you are unable to pay,SC,29572.0,3 days,Encore Capital Group,Closed with explanation,True,,2
1230552,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",NJ,7481.0,0 days,PHH Mortgage,Closed with explanation,True,Yes,2
1230958,Credit card,,Credit determination,NY,10128.0,1 days,Citibank,Closed with explanation,True,,2
1230487,Debt collection,Credit card,Cont'd attempts collect debt not owed,TX,77705.0,4 days,Resurgent Capital Services L.P.,Closed with non-monetary relief,True,,2
1230923,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,IN,46307.0,1 days,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,True,Yes,2
1230918,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,WA,99352.0,4 days,"The Genesis Group, Inc.",Closed with explanation,True,Yes,2
1230955,Student loan,Non-federal student loan,Dealing with my lender or servicer,MN,55427.0,4 days,Wells Fargo,Closed with explanation,True,,2
1230573,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",OH,44221.0,3 days,First Tennessee Bank,Closed with explanation,True,,2
1230924,Consumer loan,Vehicle loan,Taking out the loan or lease,AL,36301.0,1 days,BBVA Compass,Closed with explanation,True,,2
1230930,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",CA,92653.0,1 days,Ocwen,In progress,True,,2
1230376,Debt collection,,Communication tactics,SC,29456.0,0 days,First Data Corporation,Closed with explanation,True,,2
1230971,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,AR,72802.0,1 days,"Portfolio Recovery Associates, Inc.",Closed with explanation,True,,2
1230640,Credit card,,Identity theft / Fraud / Embezzlement,TN,37871.0,4 days,Capital One,In progress,True,,2
1230579,Credit reporting,,Unable to get credit report/credit score,VA,22901.0,3 days,LexisNexis,Closed with explanation,True,,2
1230972,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NY,745.0,1 days,"Afni, Inc.",Closed with explanation,True,,2
1230560,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",CA,91362.0,0 days,Nationstar Mortgage,Closed with explanation,True,,2
1230388,Credit card,,Bankruptcy,CA,91750.0,0 days,Citibank,Closed with non-monetary relief,True,,2
1232404,Mortgage,FHA mortgage,Settlement process and costs,CA,91384.0,1 days,Wells Fargo,Closed with explanation,True,,2
1230956,Credit card,,Advertising and marketing,NJ,8816.0,1 days,JPMorgan Chase,Closed with non-monetary relief,True,,2
1230963,Debt collection,Credit card,Taking/threatening an illegal action,LA,70056.0,1 days,"Data and Contact Management Solutions, LLC",Closed with explanation,True,,2
1230553,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",FL,34743.0,5 days,"NetSpend Corporation,  a TSYS Company",Closed with monetary relief,True,,2
1230408,Credit reporting,,Incorrect information on credit report,CA,91709.0,0 days,Experian,In progress,True,,2
1230964,Debt collection,Credit card,Taking/threatening an illegal action,LA,70056.0,1 days,Amex,Closed with explanation,True,,2
1230601,Consumer loan,Installment loan,Managing the loan or lease,CO,80550.0,1 days,Bank of America,Closed with monetary relief,True,,2
1230891,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,IL,60520.0,1 days,"Municipal Collections of America, Inc.",Closed with explanation,True,,2
